Timestamp,Direction,UDS Service,Payload/Data,Latency (ms)
55:05.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:05.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:05.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:05.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:05.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:06.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.4,Tx,0x2F,02 FD 80 01 00 00 00 09 0E 80 10 00 2F 01 02 03 02,---
55:07.4,Rx,0x2F,02 FD 80 01 00 00 00 08 10 00 0E 80 6F 01 01 03,6.58 ms
55:07.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:07.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.7,Tx,0x2F,02 FD 80 01 00 00 00 09 0E 80 10 00 2F 01 02 03 03,---
55:08.7,Rx,0x2F,02 FD 80 01 00 00 00 08 10 00 0E 80 6F 01 01 03,6.59 ms
55:08.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:08.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:09.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:10.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:10.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:10.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1D,---
55:10.2,Tx,0x2F,02 FD 80 01 00 00 00 08 0E 80 10 00 2F 01 02 00,---
55:10.2,Rx,0x2F,02 FD 80 01 00 00 00 08 10 00 0E 80 6F 01 01 03,6.33 ms
55:10.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 1E,---
55:10.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 20,---
55:10.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 21,---
55:10.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:10.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:10.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:10.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.3,Tx,0x22,02 FD 80 01 00 00 00 07 0E 80 10 00 22 01 01,---
55:11.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,0.53 ms
55:11.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:11.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.8,Tx,0x11,02 FD 80 01 00 00 00 06 0E 80 10 00 11 01,---
55:12.8,Rx,0x11,02 FD 80 01 00 00 00 06 10 00 0E 80 51 01,7.19 ms
55:12.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:12.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:13.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 22,---
55:13.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.4,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.5,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.6,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.7,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.8,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:13.9,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:14.0,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:14.1,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:14.2,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
55:14.3,Rx,0x22,02 FD 80 01 00 00 00 09 10 00 0E 80 62 01 01 00 23,---
